Joke,Category,Likes,Dislikes,Like%
A man walks into a pub and asks for 12 shots of vodka. The barman says^ "Wow^ 12. Are you celebrating?" The man replies^ "I've just experienced my first blow job." The barman says^ "That's brilliant. Let me get you another one on the house." The man replies^ "No^ that's okay. If the twelfth one doesn't get the taste out of my mouth nothing will.",sex-jokes,274,63,0.8130564
One day a farmer wakes up to go check on his cheese cow. He walks up and finds her dead in the grass. The man is so upset he kills himself. Then his wife wakes up. She finds her husband dead and goes to the lake and kills herself. Next the first son wakes up and notices everybody is dead. He goes down to the river and sees a mermaid. She swims up to him and says^ "Having a bad day^ huh? I'll tell you what. If you make love to me ten times in a row without stopping^ I'll bring everyone back to life. But if you don't^ I will kill you." He tries to do it^ but doesn't make it. She kills him. Then the second son wakes up and after seeing his dead parents^ also goes to the river where he sees his dead brother. The same mermaid swims up and tells him what she told his brother. He asks^ "If I make love to you 20 times^ what will you do?" She tells him^ "If you are able to perform 20 times in a row^ I will bring everyone back and make you the richest man alive." He then asks^ "Well if I do it 20 times in a row^ what's stopping you from dying? That's what happened to the cow.",sex-jokes,272,90,0.7513812
Seven year old Lebron was in English class^ when his teacher asked him to use dictate in a sentence. So he says^ "Lass night I heard Daddy askin' Momma^ 'how do my dictate?'",sex-jokes,271,154,0.63764703
Sex is like snow: you never know how many inches you are going to get or how long it is going to last.,sex-jokes,262,136,0.65829146
One day^ little Suzie and her mom are walking down a beach when they see a couple having sex. Little Suzie asks her mother^ "What are they doing?" And her mother replies^ "They're baking a cake" so that she doesn't have to explain sex to little Suzie. Later that day^ after mom has tucked little Suzie into bed^ little Suzie's dad comes home. Mom and dad decide to have sex on the couch. The next morning^ little Suzie goes up to mom and asks^ "Mommy^ were you and daddy baking a cake last night?" Mom replies^ "Yes we were^ Suzie. How did you know?" Suzie replies^ "Cause I saw some icing on the couch.",sex-jokes,255,78,0.7657658
Three old women were sitting on a park bench. A flasher ran up and whipped open his coat. Two of the old ladies had a stroke and the third couldn't reach.,sex-jokes,246,114,0.68333334
"Boob" is the perfect word. "B" looks like a birds-eye view of them^ "oo" look like them face on^ and "b" looks like it from the side!,sex-jokes,245,124,0.66395664
A gay guys walks into a pharmacy with his suppository prescription and approaches the front counter. He hands the prescription to the pharmacist and after confirming the prescription^ the pharmacist asks him^ "Okay sir^ what kind of pills would you like?" The guy looks around and over the shoulder of the pharmacist^ and spots something he wants. He points at the wall and says^ "I'll take that kind right there!" The pharmacist looks at what he is pointing at and says^ "Sorry sir^ but you cant have that. It's our fire extinguisher!",sex-jokes,244,196,0.55454546
Jack and Jill went up the hill to fetch some marijuana. Jack and Jill slipped down the hill and asked Jill if she wanna. She said "Yes" and dropped her dress and had a little fun. Jill forgot to take her pill and now they have a son.,sex-jokes,242,220,0.52380955
A husband and wife decide on a code language whenever they feel like having sex to escape the attention of their son. According to the code language^ the wife will be the typewriter and the husband will act as the typist. However^ they had a petty quarrel a few days ago and were not talking to each other. One day the husband gets into the mood and he can’t hold any longer. So he sends a word to his wife through the son. The son comes and tells her^ “Mom^ dad wants to use the typewriter.” The wife was having her period at that time and she thought for a while and said^ “Tell dad^ he can’t because the red ribbon is on now^” she said. However^ the husband misunderstands that it was a deliberate excuse on her part. Next day the son comes to his dad on an errand from his mom this time and tells him^ “Dad^ mom said it is okay now; the red ribbon is removed and you can type.” The husband then tells his son^ “Tell your mom I don’t need to type now. It was urgent^ so I've already written with my hand!”,sex-jokes,241,54,0.8169491
Q: What is 6.9? A: A really great thing ruined by a period.,sex-jokes,240,111,0.6837607
Q: What do you get when you cross a chicken and a vacuum? A: A cocksucker.,sex-jokes,239,133,0.6424731
Just had a dangerous mole removed from the end of my penis. Definitely won't be shagging one of those again.,sex-jokes,232,394,0.37060702
Just had a dangerous mole removed from the end of my penis. Definitely won't be shagging one of those again.,sex-jokes,232,394,0.37060702
Three guys survive a plane crash in the desert. They wander for days^ starving and thirsty. They finally come across a lone house and knock on the door^ desperate for help. A crusty old lady answers^ and says she'd be happy to help if one of them will agree to satisfy her sexually first. After a quick discussion^ one of the guys decides to take one for the team. He walks in to her bedroom while the other two wait outside the house. He tells her to close her eyes and open her legs. He quickly runs to the kitchen and grabs the first penis-shaped thing he can find^ an ear of corn. He shoves it in her^ and throws it out the window. Grabs another^ rams it in and throws it out the window. She is finally satisfied and agrees to cook for them. He goes outside to get his friends^ and they exclaim^ "We're actually not hungry anymore. We just ate some delicious^ buttery corn on the cob!",sex-jokes,231,82,0.73801917
Two gay guys are sitting at a little pub looking out the window in a small town. This guy walks by^ and the one guy says to the other^ "Who is that?" The other man says^ "That's the new proctologist." He replies^ "Well^ I've got to meet him." The next day^ he makes an appointment and goes in to see him. The doctor asks him^ "What's the problem?" and he replies^ "I have a terrible pain in my butt." The doctor says^ "Well^ let's take a look at it." So he bends over^ and the doctor gets down to look in his ass^ and he says^ "Oh My God! There's a stick up your ass." The gay man then says^ "Well^ pull it out^ pull it out! So he start to pull it out^ and notices that it has thorns on it. "Oh my God! There are thorns on it? Well^ pull it out^ pull it out!" As he pulls it out^ he see it's a rose. "Oh my God! It's a rose!" As the gay man exclaims^ "Well^ read the card^ read the card!",sex-jokes,230,188,0.5502392
Three potatoes are standing on a corner. Which one is the prostitute? The one saying^ "I-DA-HO.",sex-jokes,227,169,0.57323235
One day little Johnny walked out of his bedroom with his suitcase packed. His dad asked him where he was going and Johnny replied^ "Last night I heard you say that you were pulling out and mommy said she was coming too. I didn't want to be left behind!",sex-jokes,221,49,0.8185185
Two women are discussing life in the retirement village they live in with their spouses and how they like it. One woman tells the other that she misses sex though to which the other replies that her and her hubby still have sex whenever she wants. The first woman asks how and the second woman says every so often when he's in the bathroom getting ready for bed she gets naked and lays on the bed holding her legs up in the air so when he comes out he can't help but have sex with her. The first woman decides to try this a couple of weeks later. Her husband is in the bathroom getting ready for bed so she gets naked^ lays down and struggles to get one leg up and then the other as she's holding them shakily. Her husband comes out and exclaims^ "Good Lord woman^ put in your teeth and brush your hair....you're starting to look like an asshole!",sex-jokes,215,93,0.6980519
Q: What did the storm say to the almond tree? A: "Hold on to your nuts^ cause you're about to get a blowjob.",sex-jokes,212,122,0.6347305
Q: How do you turn a cat into a fish? A: Tell the woman not to wash down there.,sex-jokes,210,284,0.42510122
Research shows that 80% of men don’t know how to use condoms. These men are called dads.,sex-jokes,208,58,0.7819549
"I admit it^ I have a tremendous sex drive. My boyfriend lives forty miles away.",sex-jokes,206,136,0.6023392
Q: What comes after 69? A: Mouthwash.,sex-jokes,201,92,0.68600684
Chuck Norris' daughter lost her virginity. He got it back.,sex-jokes,200,187,0.5167959
Q: Why do blondes wear underwear? A: To keep their ankles warm.,sex-jokes,199,286,0.41030928
After being married for twenty years to his lover^ a gay man dies. When the funeral arrangements have been set^ the widower approaches the undertaker with a peculiar request^ "I know we had plans to cremate his body^ but will you please chop him up and put him in a extra spicy curry instead?" The undertaker asks^ "Why would you want that?" The gay widower replies^ "So he will blow my ass out one more time.",sex-jokes,199,327,0.37832698
